,Handle,Text,tweet_clean
1463,@PenaMabda,"Di Balik Pengesahan RUU Ciptakerja, DPR Turut Menciptakan Masyarakat ResahDi Balik Pengesahan RUU Ciptakerja, DPR Turut Menciptakan Masyarakat Resah
penamabda.com",kesah rancang undang undang cipta kerja dewan wakil rakyat cipta masyarakat resah kesah rancang undang undang cipta kerja dewan wakil rakyat cipta masyarakat resah
1464,@RasyidDemokrat,"Sahabat 
@PDemokrat
, sejak 9 Oktober 2020, Fraksi Partai Demokrat sudah mengirimkan surat yang ditujukan kepada Ketua 
@DPR_RI
 untuk meminta dokumen final RUU Cipta Kerja. Namun, hingga saat ini (13/10/2020) permintaan itu belum diberikan.

#HarapanRakyatPerjuanganDemokrat",sahabat oktober fraksi partai demokrat kirim surat ketua dokumen final rancang undang undang cipta kerja minta
1465,@tolakbigotnkri,"Pembahasan RUU Cipta Kerja dilakukan sebanyak 64 kali. Detailnya, 2 kali rapat kerja, 56 kali rapat panja serta 6 kaki rapat tim perumus dan sinkronisasi. Pembahasan dilakukan transparan dan terbuka.
#OmnibusLawTransparan 
@arjuno_ireng01
 @NinjaCir3ng",bahas rancang undang undang cipta kerja kali detail kali rapat kerja kali rapat panitia kerja kaki rapat tim rumus sinkronisasi bahas transparan buka
1466,@kemenkopmk,"Halo #SahabatPMK , sejak awal Pemerintah menyampaikan RUU Cipta Kerja pada 14 Februari 2020, naskahnya sudah bisa diakses di laman resmi https://ekon.go.id/info-sektoral/15/6/dokumen-ruu-cipta-kerja…

#OmnibusLawTransparanKemenko Perekonomian RI",halo perintah rancang undang undang cipta kerja februari naskah akses laman resmi
1467,@kuukaakaa44,Lihat nih pembahasan RUU Cipta Kerja ini sudah dilakukan berapa kali  #OmnibusLawTransparan,lihat bahas rancang undang undang cipta kerja kali
1468,@Daniel_Lophe,"Menaker 
@idafauziyah
 pembahasan RUU CIPTA KERJA Transparan dan Demokratis.
nahlo kok masih banyak yang Demo ya
#OmnibusLawTransparan",menteri ketenagakerjaan bahas rancang undang undang cipta kerja transparan demokratis demo ya
1469,@peruriID,Pembahasan RUU Cipta Kerja dilaksanakan secara transparan dan hati-hati dengan tetap mengedepankan azas demokrasi dan mengutamakan kepentingan nasional. #OmnibusLawTransparan,bahas rancang undang undang cipta kerja laksana transparan hati hati depan asas demokrasi utama penting nasional
1470,@opsiin,"Membandingkan 3 Draf RUU Cipta Kerja: Ada Perbedaan Ketentuan Cuti, Upah, dan PHK – kompas- https://ift.tt/2H3g3fPMembandingkan 3 Draf RUU Cipta Kerja: Ada Perbedaan Ketentuan Cuti, Upah, dan PHK – kompas-...
Membandingkan 3 Draf RUU Cipta Kerja: Ada Perbedaan Ketentuan Cuti, Upah, dan PHK – kompasKOMPAS.COM/JAKA HBJAKARTA, KOMPAS.com – Draf RUU Cipta Kerja yang telah disahkan menjadi undang…
impormasi.wordpress.com",banding draf rancang undang undang cipta kerja beda tentu cuti upah phk kompas
1471,@opsiin,"Membandingkan 3 Draf RUU Cipta Kerja: Ada Perbedaan Ketentuan Cuti, Upah, dan PHK – kompasMembandingkan 3 Draf RUU Cipta Kerja: Ada Perbedaan Ketentuan Cuti, Upah, dan PHK – kompas
Membandingkan 3 Draf RUU Cipta Kerja: Ada Perbedaan Ketentuan Cuti, Upah, dan PHK – kompas KOMPAS.COM/JAKA HB JAKARTA, KOMPAS.com – Draf RUU Cipta Kerja yang telah disahkan menjadi unda…
impormasi.wordpress.com",banding draf rancang undang undang cipta kerja beda tentu cuti upah phk kompas banding draf rancang undang undang cipta kerja beda tentu cuti upah phk kompas banding draf rancang undang undang cipta kerja beda tentu cuti upah phk kompas kompas jaka hamengkubuwono jakarta draf rancang undang undang cipta kerja sah unda informasi
1472,@nanana0680,"#OmnibusLawTransparan
Keterbukaan dalam proses itu, bahkan bisa diketahui karena banyak jejak digital dan liputan media. Selanjutnya menurut Nurul, pada 20 April 2020 DPR membentuk Panitia Kerja (Panja) RUU Cipta Kerja dan kemudian dilakukan pembahasan.",buka proses jejak digital liput media nurul april dewan wakil rakyat bentuk panitia kerja panitia kerja rancang undang undang cipta kerja bahas
1473,@Peyek_hoki,Jadi anggapan stakeholders tidak dilibatkan dalam proses pembentukan dan pembahasan RUU Cipta Kerja itu tidak benar ya #OmnibusLawTransparan,anggap stakeholder libat proses bentuk bahas rancang undang undang cipta kerja ya
1474,@bujbblex,"DPR membahas RUU Cipta Kerja secara hati-hati, transparan, terbuka. #OmnibusLawTransparan",dewan wakil rakyat bahas rancang undang undang cipta kerja hati hati transparan buka
1475,@Philoshopee1,Pembahasan RUU Cipta Kerja sudah sesuai aturan dan transparan  #OmnibusLawTransparan,bahas rancang undang undang cipta kerja sesuai atur transparan
1476,@03__nakula,"Pembahasan RUU Cipta kerja dilaksanakan sebanyak 64 kali, 2 kali rapat kerja, 57 kali rapat panjang dan 6 kali rapat perumus dan tim sinkronisasi. 

Semua kegiatan bisa dilihat di website DPR-RI, ini jadi bukti jika pembahasan RUU cipta kerja transparan.

#OmnibusLawTransparanNurhayaniNunung dan 9 lainnya",bahas rancang undang undang cipta kerja laksana kali kali rapat kerja kali rapat kali rapat rumus tim sinkronisasi giat website dewan wakil rakyat rakyat indonesia bukti bahas rancang undang undang cipta kerja transparan
1477,@kechoaterbang,"DPR membahas RUU Cipta Kerja secara hati², transparan, dan terbuka. #OmnibusLawTransparan",dewan wakil rakyat bahas rancang undang undang cipta kerja hati transparan buka
1478,@Salmataktau,"RUU Cipta Kerja bertujuan untuk menghasilkan undang-undang yang memiliki legitimasi kuat demi menjaga kepentingan negara. 
#OmnibusLawTransparan",rancang undang undang cipta kerja tuju hasil undang undang milik legitimasi kuat jaga penting negara
1479,@Liz3b3d,"Pembahasaan RUU Cipta Kerja  Transparan dan Demokrasi 

MENAKER 
#OmnibusLawTransparan",bahasa rancang undang undang cipta kerja transparan demokrasi menteri ketenagakerjaan
1480,@zainaufi,"DPR RI membuka ruang bagi masayarakat yang ingin menyaksikan pembahasan Omnibus Law RUU Cipta Kerja melalui live streaming.
#OmnibusLawTransparan",dewan wakil rakyat rakyat indonesia buka ruang masayarakat saksi bahas omnibus law rancang undang undang cipta kerja live streaming
1481,@UlamaSang,"LIVE KIFAH : Pengusaha Bahagia Buruh Sejahtera

Pengusaha Bahagia Buruh Sejahtera

Pemerintah dan DPR akhirnya mengesahkan Rancangan Undang-Undang (RUU) Cipta Kerja (Ciptaker) menjadi Undang-Undang (UU) dalam sidang paripurna, Senin (5/10/2020). UU ini disahkan meski banyak",live kifah usaha bahagia buruh sejahtera usaha bahagia buruh sejahtera perintah dewan wakil rakyat kesah rancang undang undang rancang undang undang cipta kerja cipta kerja undang undang undang undang sidang paripurna senin undang undang sah
1482,@Mariinaaak,"DPR membahas RUU Cipta Kerja secara hati-hati, transparan, terbuka, dengan mengutamakan kesinambungan pelaksanaan dari hasil ruu cipta kerja. 
#OmnibusLawTransparan",dewan wakil rakyat bahas rancang undang undang cipta kerja hati hati transparan buka utama sinambung laksana hasil rancang undang undang cipta kerja
1483,@meldyyu,"pembahasan RUU Cipta Kerja dilakukan secara terbuka dan juga menyerap aspirasi masyarakat. 
#OmnibusLawTransparan",bahas rancang undang undang cipta kerja buka serap aspirasi masyarakat
1484,@okilsii,"DPR membahas RUU Cipta Kerja secara hati-hati, transparan, terbuka. #OmnibusLawTransparan
Sip https://pic.twitter.com/NhfR1WO4fg",dewan wakil rakyat bahas rancang undang undang cipta kerja hati hati transparan buka sip
1485,@zaqianina,"DPR RI pembahasan Omnibus Law RUU Cipta Kerja dilakukan secara transparan dan cermat. 
#OmnibusLawTransparan",dewan wakil rakyat rakyat indonesia bahas omnibus law rancang undang undang cipta kerja transparan cermat
1486,@nayalho,"Omnibus Law RUU Cipta Kerja Dibahas Transparan dan Hati-Hati. 
#OmnibusLawTransparan",omnibus law rancang undang undang cipta kerja bahas transparan hati hati
1487,@faatur22,"Ketua DPR RI Puan Maharani mengatakan target menyelesaikan RUU Cipta Kerja bertujuan untuk menghasilkan undang-undang yang memiliki legitimasi kuat demi menjaga kepentingan negara.
#OmnibusLawTransparan",ketua dewan wakil rakyat rakyat indonesia puan maharani target selesai rancang undang undang cipta kerja tuju hasil undang undang milik legitimasi kuat jaga penting negara
1488,@reeynii_,"agenda pembahasan RUU Cipta Kerja dapat diketahui di laman resmi DPR RI.
#OmnibusLawTransparan",agenda bahas rancang undang undang cipta kerja laman resmi dewan wakil rakyat rakyat indonesia
1489,@yunanbisri,"pembahasan akan dilakukan secara transparan.
Salah satunya dengan membuka ruang bagi masyarakat yang ingin menyaksikan jalannya pembahasan Omnibus Law RUU Cipta Kerja melalui live streaming.
#OmnibusLawTransparan",bahas transparan salah satu buka ruang masyarakat saksi jalan bahas omnibus law rancang undang undang cipta kerja live streaming
1490,@msalmanfz,"Ketua DPR RI Puan Maharani memastikan pembahasan Omnibus Law RUU Cipta Kerja akan dilakukan pihaknya secara transparan dan hati-hati. 
#OmnibusLawTransparan",ketua dewan wakil rakyat rakyat indonesia puan maharani bahas omnibus law rancang undang undang cipta kerja transparan hati hati
1491,@DSutiyanti,"dari struktur pasal yang berjumlah 174 di dalam draf RUU Omnibus Law Cipta Kerja itu sekira 86,5% itu membicarakan masalah perizinan, kemudahan berusaha, investasi, dan UMKM

#OmnibusLawTransparan",struktur pasal draf rancang undang undang omnibus law cipta kerja sekira bicara izin mudah usaha investasi usaha mikro tengah
1492,@kitasiyapa,"Puan Pastikan Omnibus Law RUU Cipta Kerja Dibahas Transparan dan Hati-hati. 
#OmnibusLawTransparan",puan pasti omnibus law rancang undang undang cipta kerja bahas transparan hati hati
1493,@Rereblu,RUU Cipta Kerja telah dapat diselesaikan oleh Pemerintah dan DPR melalui pembahasan yang intensif dan dilakukan secara terbuka. #OmnibusLawTransparan,rancang undang undang cipta kerja selesai perintah dewan wakil rakyat bahas intensif buka
1494,@jambu123D,Maman Abdurahman menyatakan adanya stakeholder tidak dilibatkan dalam proses pembentukan dan pembahasan RUU cipta kerja tidak benar #OmnibusLawTransparan,maman abdurahman stakeholder libat proses bentuk bahas rancang undang undang cipta kerja
1495,@roti123A,Puan pastikan Omnibus law RUU cipta kerja dibahas transparan dan terbuka #OmnibusLawTransparan,puan pasti omnibus law rancang undang undang cipta kerja bahas transparan buka
1496,@effortlesgenius,Jadi inikah narasi RUU Ciptakerja? #DPRImpositor #OmnibusLaw #RakyatBosanDikhianati  https://instagram.com/tv/CGTyMBxBqah/?igshid=1leesa0wylxy9…,narasi rancang undang undang cipta kerja
1497,@Hanifah933,"Pembahasn RUU Cipta Kerja itu melalui banyak tahapan tuips, g 1 x rapat langsung disetujui. Ad byk pertemuan, sebanyak 64 kali, 2 kali rapat kerja, 56 kali rapat panja, n 6 kali rapat tim perumus n tim sinkronisasi! Jadi bener2 diolah dgn hati2! 

#OmnibusLawTransparan",bahas rancang undang undang cipta kerja tahap tuips g x rapat langsung tuju temu kali kali rapat kerja kali rapat panitia kerja n kali rapat tim rumus n tim sinkronisasi olah
1498,@rembulaannn,"Menaker Ida Fauziyah menegaskan dlm penyusunan RUU Cipta Kerja, pemerintah & DPR telah melibatkan partisipasi publik yaitu unsur pekerja/buruh yg diwakili Serikat Pekerja, Pengusaha, Kementerian/Lembaga, Praktisi, Akademisi, dan lembaga lain spt ILO.

#OmnibusLawTransparan",menteri ketenagakerjaan ida fauziyah susun rancang undang undang cipta kerja perintah dewan wakil rakyat libat partisipasi publik unsur kerja buruh wakil serikat kerja usaha menteri lembaga praktisi akademisi lembaga ilo
1499,@LILApama2011,"UU Cipta Kerja transparan. 
Transparansi tersebut, dikatakan Airlangga penting untuk menjawab penolakan dari Fraksi Demokrat dan Fraksi PKS yang menyampaikan bahwa RUU Cipta Kerja belum mendesak.

#OmnibusLawTransparan",undang undang cipta kerja transparan transparansi airlangga tolak fraksi demokrat fraksi pks rancang undang undang cipta kerja desak
1500,@selfmirror_,"Tetap berpikir positif di saat genting.
UU Cipta Kerja sudah melewati proses panjang sampai di sahkan.

Menaker: Pembahasan RUU Cipta Kerja transparan dan demokratis

#OmnibusLawTransparan",pikir positif genting undang undang cipta kerja lewat proses sah menteri ketenagakerjaan bahas rancang undang undang cipta kerja transparan demokratis
1501,@AirNav_Official,"Halo Insan BUMN!

Tahukah kamu bahwa pembahasan RUU Cipta Kerja dilakukan sebanyak 64 kali?

Pembahasan tersebut terdiri dari 2 kali Rapat Kerja (Raker), 56 kali Rapat Panitia Kerja (Panja), dan 6 kali Rapat Tim Perumus dan Tim Sinkronisasi.
#OmnibusLawTransparan
#AirNavIndonesia",halo insan bumn tahu bahas rancang undang undang cipta kerja kali bahas kali rapat kerja rapat kerja kali rapat panitia kerja panitia kerja kali rapat tim rumus tim sinkronisasi
1502,@Nisamelanie1,"#OmnibusLawTransparan Pembahasan RUU cipta kerja ini di lakukan sebanyak 64 kali, terdiri dari 2 kali rapat kerja, 56 kali panja dan 6 kali rapat tim perumus dan tim sinkronisasi. 
#OmnibusLawTransparanBiLLRaY2019 dan 8 lainnya",bahas rancang undang undang cipta kerja laku kali kali rapat kerja kali panitia kerja kali rapat tim rumus tim sinkronisasi
1503,@1106Yeye,"Untuk mencapai hasil yang Maksimal maka Pembahasan RUU Cipta Kerja melalui proses yang panjang. Karena demi Kesejahteraan para pekerja juga pelaku usaha. 
#OmnibusLawTransparan",capai hasil maksimal bahas rancang undang undang cipta kerja proses sejahtera kerja laku usaha
1504,@DSutiyanti,"#OmnibusLawTransparan
Pemerintah akan serap aspirasi dari asosiasi dan buruh pada RUU Omnibus Law Cipta Kerja

Presiden Joko Widodo 
@jokowi
 meminta semua pihak termasuk buruh bisa diserap aspirasinya untuk RUU Omnibus Law Cipta Kerja",perintah serap aspirasi asosiasi buruh rancang undang undang omnibus law cipta kerja presiden joko widodo buruh serap aspirasi rancang undang undang omnibus law cipta kerja
1505,@Dee_01984,"Menteri tenaga kerja :”Pembahasan RUU Cipta Kerja...dilakukan secara transparan dan demokratis”...
@menakertrans
 

#OmnibusLawTransparan",menteri tenaga kerja bahas rancang undang undang cipta kerja transparan demokratis
1506,@Liz3b3d,"Pembahasaan RUU Cipta Kerja dilakukan sbyk : 64x 
2 x RaKer, 56 x Rapat Panja, 6 x Rapat Tim& Sinkronisasi. Jd tdk ada yg tdk ikut de Parpol penolak OBL 
@DPRRI_INFO
 
#OmnibusLawTransparan",bahasa rancang undang undang cipta kerja x rapat kerja x rapat panitia kerja x rapat tim sinkronisasi partai politik tolak omnibus law
1507,@Jitelu03,"Seluruh pembahasan Omnibus Law UU Cipta Kerja sudah dilaksanakan secara transparan dan terbuka.
Bahkan Pemerintah sudah melibatkan seluruh pihak dan pemangku kepentingan untuk menyusun draft RUU Omnibus Law Cipta Kerja tsb.
@airlangga_hrt
#OmnibusLawTransparan",bahas omnibus law undang undang cipta kerja laksana transparan buka perintah libat mang penting susun draf rancang undang undang omnibus law cipta kerja
1508,@denni_loyz,"Seperti yang dikatakan Menteri Koordinator bidang Perekonomian 
@airlangga_hrt
, Seluruh proses pembahasan RUU Cipta Kerja dudah secara transparan dan terbuka. 
@PerekonomianRI
#OmnibusLawTransparan",menteri koordinator bidang ekonomi proses bahas rancang undang undang cipta kerja duda transparan buka
1509,@Chaterinee_08,"Seblm disahkan mjd UU Cipta Kerja
Pembahasan draft RUU sdh dilakukan scr transparan dan terbuka 
dgn melibatkan seluruh pihak & pemangku kepentingan
@airlangga_hrt
 

#OmnibusLawTransparan",sah undang undang cipta kerja bahas draf rancang undang undang transparan buka libat mang penting
1510,@VanantaraCom,Sementara itu di media sosial muncul tagar  #MosiTidakPercaya. Tagar tersebut menjadi topik terpopuler di Twitter Indonesia. Mereka sudah tak lagi mempercayai DPR dan pemerintah usai mengesahkan RUU Cipta Kerja yang penuh kontroversi.,media sosial muncul tagar tagar topik populer twitter indonesia percaya dewan wakil rakyat perintah kesah rancang undang undang cipta kerja penuh kontroversi
1511,@oliptata,Ketua DPR Rai Puan Maharani memastikan pembahasan Omnibus Law RUU Cipta Kerja akan dilakukan Transparan dan hati-hati. #OmnibusLawTransparan,ketua dewan wakil rakyat muka puan maharani bahas omnibus law rancang undang undang cipta kerja transparan hati hati
1512,@DahOlip,"Pembahasan RUU ciptakerja transparan dan Demokratis, kata Menaker. #OmnibusLawTransparan",bahas rancang undang undang cipta kerja transparan demokratis menteri ketenagakerjaan
1513,@olipzara,Proses pembahasan RUU Cipta kerja transparan dan sesuai aturan. #OmnibusLawTransparan,proses bahas rancang undang undang cipta kerja transparan sesuai atur
1514,@gakenalkamuih,"RUU Cipta Kerja transparan dan demokratis 
#OmnibusLawTransparan",rancang undang undang cipta kerja transparan demokratis
1515,@damaiajelah,"Pembahasan RUU Cipta Kerja sudah transparan dan sesuai aturan
#OmnibusLawTransparan",bahas rancang undang undang cipta kerja transparan sesuai atur
1516,@Dumbledoreuwu,"Anggapan stakeholders tidak dilibatkan dalam proses RUU Cipta Kerja, tidak benar
#OmnibusLawTransparan",anggap stakeholder libat proses rancang undang undang cipta kerja
1517,@sayaburyam,"Puan memastikan pembahasan Omnibus Law RUU Cipta Kerja akan dilakukan pihaknya secara transparan
#OmnibusLawTransparan",puan bahas omnibus law rancang undang undang cipta kerja transparan
1518,@JojoSsnack,Pembahasan RUU Cipta kerja dilakukan secara hati-hati dan transparan katanya nih #OmnibusLawTransparan,bahas rancang undang undang cipta kerja hati hati transparan
1519,@YulianiDestia,"Menurut dia, DPR RI melibatkan partisipasi publik dalam pembahasan RUU Cipta Kerja hingga disetujui menjadi undang-undang pada 5 Oktober 2020

#OmnibusLawTransparan",dewan wakil rakyat rakyat indonesia libat partisipasi publik bahas rancang undang undang cipta kerja tuju undang undang oktober
1520,@YulianiDestia,"Ketua DPR RI Puan Maharani meminta pemerintah menggandeng kelompok buruh dalam membahas aturan turunan Omnibus Law Undang-Undang (RUU) Cipta Kerja

#OmnibusLawTransparan",ketua dewan wakil rakyat rakyat indonesia puan maharani perintah gandeng kelompok buruh bahas atur turun omnibus law undang undang rancang undang undang cipta kerja
1521,@1106Yeye,"Pro dan kontra UU Cipta Kerja telah bermunculan. 
Maka dari itu seperti yg disampaikan Menaker bahwa Pembahasan RUU Cipta Kerja dilakukan Secara Demokratis dan Transparan
##OmnibusLawTransparan",pro kontra undang undang cipta kerja muncul menteri ketenagakerjaan bahas rancang undang undang cipta kerja demokratis transparan omnibus law transparan
