,user_account,tweet,tweet_clean,label
1507,@KemnakerRI,"Ibu Ida menegaskan sejak dimulai pembahasan sejak 20 April hingga disahkan menjadi UU pada 5 Oktober 2020 lalu, proses penyusunan RUU Cipta Kerja melibatkan unsur pekerja/buruh yang diwakili SP/SB, Pengusaha, Kementerian/Lembaga, Akademisi, dan lembaga lain seperti 
@IndonesiaILO",ida bahas april sah undang undang oktober proses susun rancang undang undang cipta kerja libat unsur kerja buruh wakil sp serikat buruh usaha menteri lembaga akademisi lembaga,1
1508,@Mitrasjayahasan,"Alhamdulilloh akhirx terima juga draf RUU Cipta kerja 812 hal
Soft copy",alhamdulillah terima draf rancang undang undang cipta kerja lembut copy,1
1509,@NegaraAPI2,Hati-hati Terhadap Isu Hoax Terkait RUU Cipta Kerja,hati hati isu hoax kait rancang undang undang cipta kerja,1
1510,@_panjipurnama,RUU Omnibus Law Cipta Kerja mewujudkan cipta demo.. #ruuciptakerja,rancang undang undang omnibus law cipta kerja wujud cipta demo,0
1511,@tunggadewins,"Membalas 
@bealiviana17Kela ieu nu 3an teh masu ruu cipta kerja na versi bea liviana teh aya syarat ketentuan berlaku teu bisi weh keadilan tida merata berat sebelah mah angger demo meur ah",balas nu teh masuk rancang undang undang cipta kerja na versi bea liviana teh syarat tentu laku bis weh adil rata berat belah demo meur,1
1513,@nafisahtanjung,"RUU Cipta Kerja, Menaker Ida: Bentuk Solidaritas bagi Usaha KecilRUU Cipta Kerja, Menaker Ida: Bentuk Solidaritas bagi Usaha Kecil
Menteri Ketenagakerjaan (Menaker) Ida Fauziyah terus melakukan sosialisasi Rancangan Undang-Undang Cipta Kerja. 
radarbangsa.com",rancang undang undang cipta kerja menteri ketenagakerjaan ida bentuk solidaritas usaha rancang undang undang cipta kerja menteri ketenagakerjaan ida bentuk solidaritas usaha menteri ketenagakerjaan menteri ketenagakerjaan ida fauziyah sosialisasi rancang undang undang cipta kerja,1
1514,@muchlis_abdillh,"-DPR membahas RUU Cipta Kerja ditengah pandemi corna merupakan hal yang tidak etis, seharusnya DPR memprioritaskan kerja mereka fokus kepada kebutuhan masyarakat.
-terdapat sebagian RUU cipta kerja sudah etis hanya saja masyarakat indonesia mendapatkan berita hoax dari medsos.",dewan wakil rakyat bahas rancang undang undang cipta kerja tengah pandemi corona etis dewan wakil rakyat prioritas kerja fokus butuh masyarakat rancang undang undang cipta kerja etis masyarakat indonesia berita hoax media sosial,1
1515,@EAGLE_0775,"ruu cipta kerja untuk kemaslahatan bersama bangsa dan negara 
jadi waspada #stophoaxuuciptaker",rancang undang undang cipta kerja maslahat bangsa negara waspada,0
1516,@yusriza,"Memang harus hati-hati dalam menafsirkan pasal per pasal dalam RUU Cipta Kerja khususnya Bab V tentang Ketenagakerjaan, misalnya harus melihat pasal lainnya sebagai penjelasan pasal yg terhapus dari UU13/2003, frase “paling sedikit” dan “paling banyak”, (1)",hati hati tafsir pasal pasal rancang undang undang cipta kerja bab v ketenagakerjaan pasal jelas pasal hapus frase,1
1517,@peruriID,Pembahasan RUU Cipta Kerja dilaksanakan secara transparan dan hati-hati dengan tetap mengedepankan azas demokrasi dan mengutamakan kepentingan nasional. #OmnibusLawTransparan,bahas rancang undang undang cipta kerja laksana transparan hati hati depan asas demokrasi utama penting nasional,1
1519,@dasuki_21257,"Membalas 
@JimlyAsUU Cipta Kerja belum mendapatkan tanda tangan pemerintah Pusat, baru penetapan/pengesahan oleh DPR dari proses RUU menjadi UU, klo sudah di ttd oleh pemerintah dan dicatat kemudian diumumkan dalam Lembar Negara baru tidak ""patut""  #Logika",balas cipta kerja tanda tangan perintah pusat tetap kesah dewan wakil rakyat proses rancang undang undang undang undang tanda tangan perintah catat umum lembar negara patut,1
1520,@PhaGadeGade1,"*DPR, PRESIDEN, MK - SAMA SAJA?*
*OLEH : ABU AL FATIH*

RUU cipta kerja sudah resmi jadi undang-undang. Putusan itu dihasilkan dari rapat paripurna DPR bersama pemerintah beberapa hari yang lalu. #GakPercayaRezimLagi 
#DakwahKhilafahDakwahIslam",dewan wakil rakyat presiden mahkamah konstitusi abu fatih rancang undang undang cipta kerja resmi undang undang putus hasil rapat paripurna dewan wakil rakyat perintah,1
1522,@Hi_pontianak,"Sejumlah elemen masyarakat di Kalbar menggelar aksi unjuk rasa menolak RUU cipta kerja di depan gedung DPRD Kalbar. #publisherstoryDemo Tolak Omnibus Law RUU Cipta Kerja Kembali Digelar di DPRD Kalbar
Sejumlah elemen masyarakat di Kalbar menggelar aksi unjuk rasa menolak RUU cipta kerja di depan gedung DPRD Kalbar. #publisherstory
kumparan.com",elemen masyarakat kalimantan barat gelar aksi unjuk tolak rancang undang undang cipta kerja gedung dewan wakil rakyat daerah kalimantan barat tolak omnibus law rancang undang undang cipta kerja gelar dewan wakil rakyat daerah kalimantan barat elemen masyarakat kalimantan barat gelar aksi unjuk tolak rancang undang undang cipta kerja gedung dewan wakil rakyat daerah kalimantan barat,1
1524,@seputarbaliNews,DPR kirim draf RUU Cipta Kerja kepada Presiden http://dlvr.it/RjZCsb,dewan wakil rakyat kirim draf rancang undang undang cipta kerja presiden,1
1525,@marilawancorona,"12 Fakta Menjawab Hoax RUU Cipta Kerja. 

#pilkada #ciptakerja  #menanglawancorona #covid19 #coronavirus #BersatuLawanCovid19 #StopMudikCekalCorona #TheNewNormal  #DiRumahAja
 #newnormal2:15
14 tayangan",fakta hoax rancang undang undang cipta kerja tayang,1
1526,@rangkaihumanity,"Tulisan dahsyat dari sahabat saya 
@imagili_
 tentang motif oligarkis dibalik RUU ""Omnibus Law"" Cipta Kerja cc 
@gifarrxidTaktik Politik Bernama Omnibus Law
Sejak Presiden Joko Widodo mencanangkan pembuatan Rancangan Undang-Undang (RUU) Cipta Lapangan Kerja (RUU Cilaka) dengan metode Omnibus…
medium.com",tulis dahsyat sahabat motif oligarki balik rancang undang undang omnibus law cipta kerja cc politik nama omnibus law presiden joko widodo canang buat rancang undang undang rancang undang undang cipta lapang kerja rancang undang undang celaka metode omnibus,0
1535,@polisiterentang,"Seorang peserta aksi unjuk rasa menolak omnibus law RUU cipta kerja di depan DPRD Kalbar, Selasa (13/10), terpaksa harus diberikan perawatan medis. Ia tiba-tiba lemas, di dekat pagar pintu masuk kantor DPRD Kalbar.

#UnrasDamaiPontianak
#UnrasOmnibuslawDamaidiPontianak",serta aksi unjuk tolak omnibus law rancang undang undang cipta kerja dewan wakil rakyat daerah kalimantan barat selasa paksa awat medis lemas pagar pintu masuk kantor dewan wakil rakyat daerah kalimantan barat,1
1536,@mulanbilqis,"DPR RI melibatkan partisipasi publik dalam pembahasan RUU Cipta Kerja hingga disetujui menjadi UU pada 5 Oktober 2020.

Pembahasannya pun transparan & terbuka, serta dapat disaksikan masyarakat melalui siaran langsung di laman DPR RI.

Clear yah ...
#OmnibusLawTransparan",dewan wakil rakyat rakyat indonesia libat partisipasi publik bahas rancang undang undang cipta kerja tuju undang undang oktober bahas transparan buka saksi masyarakat siar langsung laman dewan wakil rakyat rakyat indonesia bersih ya,1
1538,@taurusmasera,"Membalas 
@PKSejahteraBoleh dong tampilkan DIM dari PKS terkait pembahasan RUU Cipta Kerja. Biar publik tau poin mn aja yg disetujui..",balas tampil pks kait bahas rancang undang undang cipta kerja biar publik poin tuju,1
1539,@tolakbigotnkri,"Tahap selanjutnya, RUU Omnibus Law Cipta Kerja disampaikan kepada Presiden Jokowi dalam Ratas pada tanggal 15 Januari 2020.
#OmnibusLawTaatProsedur 
@andy_nomicin
 @Hanifah933",tahap rancang undang undang omnibus law cipta kerja presiden jokowi rapat batas tanggal januari,1
1540,@_GalihM_,"14 April 2020

Pembahasan RUU tentang Cipta Kerja dimulai saat rapat kerja antara DPR dan pemerintah. 

Referensi: http://dpr.go.id/uu/detail/id/442…",april bahas rancang undang undang cipta kerja rapat kerja dewan wakil rakyat perintah referensi,1
1545,@TitikNol18,"Dalam RUU Cipta Kerja pekerja kontrak juga dapat pesangon

#UUCiptaKerja",rancang undang undang cipta kerja kerja kontrak sangon,1
1546,@arummanisee,"Wakil Ketua DPR RI Azis Syamsuddin meminta masyarakat tidak terprovokasi kabar bohong atau hoaks di media sosial terkait poin-poin penting yang ada dalam RUU Cipta Kerja
https://cirebon.pikiran-rakyat.com/nasional/pr-04810386/banyak-provokasi-bohong-poin-penting-uu-omnibus-law-dpr-saring-informasi-jangan-terpengaruh-hoax…
#KAMITroubleMaker",wakil ketua dewan wakil rakyat rakyat indonesia azis syamsuddin masyarakat provokasi kabar bohong hoax media sosial kait poin poin rancang undang undang cipta kerja,1
1548,@SinkBadher,"Oposisi yg teriak Jokowi sudah baca RUU cipta kerja sebenarnya punya otak kagak sih kyak 
@MardaniAliSera
 
Jangankan cm baca n paham orang pencetusnya beliu kok suruh baca,nih orang gobloknya kebablasan 
 

https://kabar24.bisnis.com/read/20201007/15/1301727/menolak-lupa-jokowi-pencetus-omnibus-law-uu-cipta-kerja-ini-buktinya…",oposisi teriak jokowi baca rancang undang undang cipta kerja otak kagak sih kayak cm baca n paham orang cetus beliau suruh baca orang goblok bablas,0
1549,@RereUnnie,"Anggota DPR RI komisi VIII Fraksi PAN M Ali Taher sempat menyatakan, Omnibus Law UU 
Cipta Kerja yang sebelumnya RUU Cipta Kerja akan memudahkan sertifikasi halal. 
#OBLBuatRakyatSejahtera
https://food.detik.com/info-kuliner/d-5211222/keuntungan-dan-kerugian-omnibus-law-…
pada-sertifikasi-makanan-halalKeuntungan dan Kerugian Omnibus Law pada Sertifikasi Makanan Halal
Omnibus Law UU Cipta Kerja membahas berbagai hal salah satunya sertifikasi halal pada makanan. Berikut keuntungan dan kerugian Omnibus Law.
food.detik.com",anggota dewan wakil rakyat rakyat indonesia komisi viii fraksi pan m ali taher omnibus law undang undang cipta kerja rancang undang undang cipta kerja mudah sertifikasi halal,1
1550,@kuy_produktif,"Tinggal Selangkah Lagi, Ini Proses Panjang Penyusunan RUU Cipta Kerja

===utas===

penyusunan aturan yg kini sah jadi undang-undang sudah dibahas sejak Menteri Ketenagakerjaan dijabat oleh Muhaimin Iskandar.
@airlangga_hrt
@PerekonomianRI
#OmnibusLawTaatProsedural",tinggal selang proses susun rancang undang undang cipta kerja utas susun atur sah undang undang bahas menteri ketenagakerjaan jabat muhaimin iskandar,1
1552,@Jitelu03,"Tahapan Penyusunan Undang Undang Cipta Kerja

DPR RI menetapkan RUU Cipta Kerja sebagai program legislasi nasional (prolegnas) prioritas

#OmnibusLawTaatProsedural

Dibaca ya ",tahap susun undang undang cipta kerja dewan wakil rakyat rakyat indonesia tetap rancang undang undang cipta kerja program legislasi nasional program legislatif nasional prioritas baca ya,1
1553,@KelasLapas,"OMNIBUS LAW TAAT PROSEDURAL
#SahabatPengayoman, sekarang lagi rame nih ya bahas Penyusunan RUU Cipta Kerja. Kalian tau ngga, kalo penyusunan RUU ini telah melalui proses yang panjang lho. Coba disimak thread Yomin ini ya

#KumhamPasti
#OmnibusLawTaatProsedural
#Kumham22",omnibus law taat prosedural ramai ya bahas susun rancang undang undang cipta kerja susun rancang undang undang proses coba simak utas yomin ya,1
1554,@PLovewarrior,"RUU Cipta Kerja bertujuan untuk menyediakan lapangan kerja sebanyak-banyaknya bagi para pencari kerja dan penganggur,” kata Ida  #OBLBuatRakyatSejahtera https://tasikmalaya.pikiran-rakyat.com/nasional/pr-06830932/omnibus-law-masih-ditolak-rakyat-ida-fauziyah-jelaskan-urgensi-dan-manfaat-ruu-cipta-kerja…",rancang undang undang cipta kerja tuju sedia lapang kerja banyak cari kerja anggur ida,1
1555,@utidewanti,"Mungkin pembahasan ruu cipta kerja itu kaya skripsi, ketok palu yg kemaren itu ibarat pendadaran, belum resmi-resmi banget lulusnya masih ada revisi dari penguji.",bahas rancang undang undang cipta kerja kaya skripsi ketok palu kemarin dadar resmi resmi banget lulus revisi uji,1
1558,@katamereka7,(DPR) mengesahkan omnibus law Rancangan Undang-undang (RUU) Cipta Kerja menjadi Undang-Undang. Namun banyak informasi yang beredar terkait aturan tersebut tidak sebagaimana dituangkan pada UU Cipta Kerja. #StophoaxUUCiptaker,dewan wakil rakyat kesah omnibus law rancang undang undang rancang undang undang cipta kerja undang undang informasi edar kait atur tuang undang undang cipta kerja,1
1559,@HumasKalbar,"Peserta aksi unjuk rasa menolak omnibus law RUU cipta kerja di depan DPRD Kalbar terpaksa harus diberikan perawatan medis.

Selengkapnya di : https://kumparan.com/hipontianak/peserta-demo-tolak-omnibus-law-di-pontianak-yang-kelelahan-dievakuasi-polisi-1uNkC7pSNKz?utm_source=kumMobile&utm_medium=whatsapp&utm_campaign=share&shareID=cJzKzIG9eqRa…

#PoldaKalbar
#unrasdamaipontianak
#UnrasOmnibuslawAmandiPontianak",serta aksi unjuk tolak omnibus law rancang undang undang cipta kerja dewan wakil rakyat daerah kalimantan barat paksa awat medis lengkap,1
1560,@Hanifah933," Seperti yg beredar di masyarakat, Ada 12 alasan buruh menolak Omnibus Law RUU Cipta Kerja. 12 poin tersebut ternyata salah alias HOAX gaes 
Yuk disimak agar semua jelas n tak ad lagi dusta diantara kita 
#CegahKorupsiDenganOBL",edar masyarakat alas buruh tolak omnibus law rancang undang undang cipta kerja poin salah alias hoax teman ayo simak n dusta,1
1563,@MonologeLLy_318,"Pembahasan RUU Cipta Kerja melalui sebanyak 64kali rapat kerja dengan berbagai tim perumus dan sinkronisasi.

#OmnibusLawTransparan",bahas rancang undang undang cipta kerja rapat kerja tim rumus sinkronisasi,1
1564,@Demokrasiq,"#Tirani Mayoritas Politik dan RUU Cipta Kerja – http://Kompas.id - http://kompas.id https://ift.tt/3lOG5Co #Demokrasi #IndonesiaKompas.id
Kompas - Amanat Hati Nurani Rakyat. Mengulas fenomena dari berbagai sudut, dengan metode jurnalistik dan penelitian yang profesional. Sejak 1965, Kompas dipercaya Indonesia mengabarkan berita seputar...
kompas.id",mayoritas politik rancang undang undang cipta kerja,1
1565,@muchlis_abdillh,"╔.★. .═════════════╗
   RUU OMNIBUS LAW CIPTA KERJA
╚═════════════. .★.╝
Tujuan Omnibus Law
Tujuan dari dibuatnya RUU Cipta Lapangan Kerja adalah untuk menciptakan lapangan kerja yang seluas-luasnya bagi rakyat Indonesia secara merata-Kemudahan,",rancang undang undang omnibus law cipta kerja tuju omnibus law tuju rancang undang undang cipta lapang kerja cipta lapang kerja luas luas rakyat indonesia rata mudah,1
1567,@amirfiqi,"Hari Ini Draf RUU Cipta Kerja Diserahkan Ke PresidenHari Ini Draf RUU Cipta Kerja Diserahkan Ke Presiden
Hari Ini Draf RUU Cipta Kerja Diserahkan Ke Presiden
carapandang.com",draf rancang undang undang cipta kerja serah presiden draf rancang undang undang cipta kerja serah presiden draf rancang undang undang cipta kerja serah presiden,1
1569,@adiprayitno45,"Ini termasuk barisan sakit hati ngk broo... 
@kangdede78
 @Dennysiregar7
 @ulinyusron
 @sahaL_AS
 ? jgn berfikir hny gerombolan mu aja yg punya otak ya...! GP Ansor: Omnibus Law Cipta Kerja RUU yang Tidak JujurGP Ansor: Omnibus Law Cipta Kerja RUU yang Tidak Jujur
Yaqut Cholil Coumas menyebut RUU Ciptaker lebih pantas disebut RUU Investasi, karena mengutamakan investasi daripada tenaga kerja.
cnnindonesia.com",baris sakit hati saudara pikir gerombol otak ya ansor omnibus law cipta kerja rancang undang undang jujur gp ansor omnibus law cipta kerja rancang undang undang jujur yaqut cholil coumas sebut rancang undang undang cipta kerja rancang undang undang investasi utama investasi tenaga kerja,0
1570,@RNIINDONESIA,"Pembahasan RUU Cipta Kerja Transparan dan Demokratis. 

#OmnibusLawTransparan",bahas rancang undang undang cipta kerja transparan demokratis,1
1571,@oreoregalll,"Membalas 
@tubirfessPermisi aku mau minta tolong, adakah yang bersedia untuk mengisi form ini? Tentang Kontraversi RUU Cipta Kerja, terimakasih..
http://forms.gle/bKQx8sggGK7P67Jp7…",balas tolong ada sedia isi formulir kontraversi rancang undang undang cipta kerja terima kasih,1
1572,@dheaagstna_,"Ada yang nyimpen thread tentang RUU Cipta Kerja ga sih? Kalo ada, minta dongg",simpan utas rancang undang undang cipta kerja sih,1
1574,@Widyarenee,"#OmnibusLawTaatProsedural
Jadi RUU Cipta Kerja merupakan bagian dari RUU prioritas dalam Program Legislasi Nasional thn 2020, 22 Januari 2020.",rancang undang undang cipta kerja rancang undang undang prioritas program legislasi nasional januari,1
1576,@akuikieko,"@kemkominfo
 : Sejak awal Pemerintah menyampaikan RUU Cipta Kerja pada 14 Februari 2020, naskah sudah bisa diakses di laman resmi https://ekon.go.id/info-sektoral/15/6/dokumen-ruu-cipta-kerja…

#OmnibusLawTransparan
#UntukEkonomiIndonesia",perintah rancang undang undang cipta kerja februari naskah akses laman resmi,1
1578,@Jokowinomics_id,"Pembahasan RUU Cipta Kerja menjadi #UUCiptaKerja dilakukan sebayak 64 kali, terdiri dari 2 kali rapat kerja, 56 kali rapat panja, dan 6 kali rapat tim perumus dan tim sinkronisasi.
#OmnibusLawTaatProsedural
@kemenkumham_RI
@fadjroeL
 
@JubirPresidenRI
@PEDOMAN_id
@setkabgoid",bahas rancang undang undang cipta kerja bayak kali kali rapat kerja kali rapat panitia kerja kali rapat tim rumus tim sinkronisasi,1
1579,@cokiaddiction,"Membalas 
@QqGuntur
 dan 
@HidayatSaja1Jika Ingin Membaca Semua Rincian UU Omnibus Law Silakan ke Laman di Bawah ini Sbb :

1. RUU Cipta Kerja (Baleg DPR PDF)
http://dpr.go.id/dokakd/dokumen/BALEG-RJ-20200605-100224-2372.pdf…

2. RUU Cipta Kerja (Google Drive PDF)
https://drive.google.com/file/d/1ncppSpyoxZZMZpuyCc1kBgERlbJ3Wk8v/view…

#CegahKorupsiDenganOBL",balas baca rincian undang undang omnibus law sila laman rancang undang undang cipta kerja baleg dewan wakil rakyat pdf,1
1582,@NanDhir07,"Buku cetak aja ga pernah tamat seumur hidup, gimana cara baca ruu cipta kerja coba",buku cetak tamat umur hidup baca rancang undang undang cipta kerja coba,0
1583,@Anta_sena212,"Pembahasan RUU ciptakerja telah melibatkan publik dan dilakukan secara transparan.
#OmnibusLawTaatProsedur",bahas rancang undang undang cipta kerja libat publik transparan,1
